gene_id;gene;old_locus_tag;product
PP_RS20865;;PP_4012;NADP-dependent isocitrate dehydrogenase
PP_RS20870;;PP_4013;NUDIX hydrolase
PP_RS20875;mnmA;PP_4014;tRNA 2-thiouridine(34) synthase MnmA
PP_RS20880;hflD;PP_4015;high frequency lysogenization protein HflD
PP_RS20885;purB;PP_4016;adenylosuccinate lyase
PP_RS20890;;PP_4017;cupin domain-containing protein
PP_RS20895;;PP_4018;GNAT family N-acetyltransferase
PP_RS20900;;PP_4019;DNA topoisomerase III
PP_RS20905;;PP_4020;FAD-binding oxidoreductase
PP_RS20910;;PP_4021;alpha/beta hydrolase
PP_RS20920;;PP_RS20920;TSUP family transporter
PP_RS20925;tnpB;PP_4024;IS66 family insertion sequence element accessoryprotein TnpB
PP_RS20930;;PP_4025;IS66-like element ISPpu15 family transposase
PP_RS20935;;PP_RS20935;hypothetical protein
PP_RS20940;;PP_4027;RHS repeat-associated core domain-containing protein
PP_RS20945;nudC;PP_4029;NAD(+) diphosphatase
PP_RS20950;;PP_4030;crotonase/enoyl-CoA hydratase family protein
PP_RS20955;nhaB;PP_4031;sodium/proton antiporter NhaB
PP_RS20960;;PP_4032;lipocalin family protein
PP_RS20965;;PP_4033;ribonuclease Z
PP_RS20970;;PP_4034;Zn-dependent hydrolase
PP_RS20975;;PP_4035;NCS1 family nucleobase:cation symporter-1
PP_RS20980;hydA;PP_4036;dihydropyrimidinase
PP_RS20985;;PP_4037;NAD(P)-dependent oxidoreductase
PP_RS20990;preA;PP_4038;NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
PP_RS20995;;PP_4039;TetR/AcrR family transcriptional regulator
PP_RS21000;;PP_4040;VOC family protein
PP_RS21005;;PP_4041;glycoside hydrolase family 15 protein
PP_RS21010;zwf;PP_4042;glucose-6-phosphate dehydrogenase
PP_RS21015;gnd;PP_4043;decarboxylating 6-phosphogluconate dehydrogenase
PP_RS21020;;PP_4045;PAAR domain-containing protein
PP_RS21025;;PP_4046;PoNi-like cognate immunity protein
PP_RS21030;;PP_4047;PoNi-like cognate immunity protein
PP_RS21035;;PP_4048;hypothetical protein
PP_RS21040;vgrG;PP_4049;type VI secretion system tip protein VgrG
PP_RS21045;glgA;PP_4050;glycogen synthase GlgA
PP_RS21050;treZ;PP_4051;malto-oligosyltrehalose trehalohydrolase
PP_RS21055;malQ;PP_4052;4-alpha-glucanotransferase
PP_RS21060;;PP_4053;malto-oligosyltrehalose synthase
PP_RS21065;;PP_4054;DUF2934 domain-containing protein
PP_RS21070;glgX;PP_4055;glycogen debranching protein GlgX
PP_RS21075;;PP_4056;endonuclease/exonuclease/phosphatase family protein
PP_RS21080;;PP_4057;autotransporter outer membrane beta-barrel domain-containing protein
PP_RS21085;glgB;PP_4058;1,4-alpha-glucan branching protein GlgB
PP_RS21090;treS;PP_4059;maltose alpha-D-glucosyltransferase
PP_RS21095;;PP_4060;alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase
PP_RS21100;;PP_4063;AMP-binding protein
PP_RS21105;;PP_4064;isovaleryl-CoA dehydrogenase
PP_RS21110;;PP_4065;propionyl-CoA carboxylase
PP_RS21115;;PP_4066;gamma-carboxygeranoyl-CoA hydratase
PP_RS21120;;PP_4067;acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
PP_RS21125;;PP_4068;LexA family transcriptional regulator
PP_RS21130;;PP_4069;hypothetical protein
PP_RS21135;;PP_4070;DUF4880 domain-containing protein
PP_RS21140;tssM;PP_4071;type VI secretion system membrane subunit TssM
PP_RS21145;tssA;PP_4072;type VI secretion system protein TssA
PP_RS21150;tagO;PP_4073;type VI secretion system-associated protein TagO
PP_RS21155;tssB;PP_4074;type VI secretion system contractile sheath small subunit
PP_RS21160;tssC;PP_4075;type VI secretion system contractile sheath large subunit
PP_RS21165;tssE;PP_4076;type VI secretion system baseplate subunit TssE
PP_RS21170;tssF;PP_4077;type VI secretion system baseplate subunit TssF
PP_RS21175;tssG;PP_4078;type VI secretion system baseplate subunit TssG
PP_RS21180;tssJ;PP_4079;type VI secretion system lipoprotein TssJ
PP_RS21185;tssK;PP_4080;type VI secretion system baseplate subunit TssK
PP_RS21190;icmH;PP_4081;type IVB secretion system protein IcmH/DotU
PP_RS21195;;PP_4082;Hcp family type VI secretion system effector
PP_RS21200;vgrG;PP_4083;type VI secretion system tip protein VgrG
PP_RS21205;;PP_4084;DUF1795 domain-containing protein
PP_RS21210;;PP_4085;DUF6531 domain-containing protein
PP_RS21215;;PP_5652;SMI1/KNR4 family protein
PP_RS21225;;PP_RS21225;transposase
PP_RS21230;;PP_5654;Imm26 family immunity protein
PP_RS21235;;PP_4089;RHS repeat protein
PP_RS21240;;PP_RS21240;hypothetical protein
PP_RS21245;;PP_4090;hypothetical protein
PP_RS21250;;PP_4091;IS66 family transposase
PP_RS21255;tnpB;PP_4092;IS66 family insertion sequence element accessoryprotein TnpB
PP_RS21265;;PP_RS21265;hypothetical protein
PP_RS21280;;PP_4094;SMI1/KNR4 family protein
PP_RS21285;;PP_RS21285;hypothetical protein
PP_RS21290;;PP_4096;DsbA family protein
PP_RS21300;pgsA;PP_4097;CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
PP_RS21305;uvrC;PP_4098;excinuclease ABC subunit UvrC
PP_RS21310;uvrY;PP_4099;UvrY/SirA/GacA family response regulator transcription factor
PP_RS21315;;PP_4100;helix-turn-helix domain-containing protein
PP_RS21320;;PP_4101;GNAT family N-acetyltransferase
PP_RS21325;;PP_4102;DUF488 family protein
PP_RS21330;;PP_4103;inorganic phosphate transporter
PP_RS21335;;PP_4104;glutathione S-transferase N-terminal domain-containing protein
PP_RS21340;;PP_4105;PaaI family thioesterase
PP_RS21345;;PP_4106;amino acid permease
PP_RS21350;gcvA;PP_4107;transcriptional regulator GcvA
PP_RS21355;;PP_4108;aspartate aminotransferase family protein
PP_RS21360;;PP_4109;hypothetical protein
PP_RS21365;;PP_5658;hypothetical protein
PP_RS21370;fusA;PP_4111;elongation factor G
PP_RS21375;;PP_4112;SulP family inorganic anion transporter
PP_RS21380;;PP_4113;S8/S53 family peptidase
PP_RS21385;;PP_4114;hypothetical protein
PP_RS21390;;PP_4115;secretin
PP_RS21395;aceA;PP_4116;isocitrate lyase
PP_RS21400;;PP_4118;lysoplasmalogenase
PP_RS21405;;PP_4119;NADH-quinone oxidoreductase subunit A
PP_RS21410;;PP_4120;NADH-quinone oxidoreductase subunit B
PP_RS21415;nuoC;PP_4121;NADH-quinone oxidoreductase subunit C/D
PP_RS21420;nuoE;PP_4122;NADH-quinone oxidoreductase subunit NuoE
PP_RS21425;nuoF;PP_4123;NADH-quinone oxidoreductase subunit NuoF
PP_RS21430;nuoG;PP_4124;NADH-quinone oxidoreductase subunit NuoG
PP_RS21435;nuoH;PP_4125;NADH-quinone oxidoreductase subunit NuoH
PP_RS21440;nuoI;PP_4126;NADH-quinone oxidoreductase subunit NuoI
PP_RS21445;nuoJ;PP_4127;NADH-quinone oxidoreductase subunit J
PP_RS21450;nuoK;PP_4128;NADH-quinone oxidoreductase subunit NuoK
PP_RS21455;nuoL;PP_4129;NADH-quinone oxidoreductase subunit L
PP_RS21460;nuoM;PP_4130;NADH-quinone oxidoreductase subunit M
PP_RS21465;nuoN;PP_4131;NADH-quinone oxidoreductase subunit NuoN
PP_RS21470;;PP_4132;ogr/Delta-like zinc finger family protein
PP_RS21475;;PP_4133;helix-turn-helix domain-containing protein
PP_RS21480;;PP_4134;hypothetical protein
PP_RS21485;;PP_4135;head completion/stabilization protein
PP_RS21490;;PP_4136;helix-turn-helix domain-containing protein
PP_RS21495;;PP_4137;TonB-dependent receptor
PP_RS21500;chrR;PP_4138;class I chromate reductase ChrR
PP_RS21505;;PP_4139;hypothetical protein
PP_RS21510;;PP_4140;lysine decarboxylase
PP_RS21515;dnaQ;PP_4141;DNA polymerase III subunit epsilon
PP_RS21520;rnhA;PP_4142;ribonuclease HI
PP_RS21525;;PP_4143;methyltransferase domain-containing protein
PP_RS21530;gloB;PP_4144;hydroxyacylglutathione hydrolase
PP_RS21535;;PP_4145;lytic transglycosylase domain-containing protein
PP_RS21540;;PP_4146;extracellular solute-binding protein
PP_RS21545;;PP_4147;extracellular solute-binding protein
PP_RS21550;;PP_4148;microcin C ABC transporter permease YejB
PP_RS21555;;PP_4149;ABC transporter permease
PP_RS21560;;PP_4150;ABC transporter ATP-binding protein
PP_RS21565;;PP_4151;helix-turn-helix domain-containing protein
PP_RS21570;;PP_4152;PIN domain-containing protein
PP_RS21575;;PP_4154;aminotransferase
PP_RS21580;;PP_4155;FAD-dependent oxidoreductase
PP_RS21585;;PP_4156;LysR family transcriptional regulator
PP_RS21590;;PP_4157;response regulator
PP_RS21595;;PP_4158;sensor histidine kinase KdpD
PP_RS21600;kdpC;PP_4159;potassium-transporting ATPase subunit KdpC
PP_RS21605;kdpB;PP_4160;potassium-transporting ATPase subunit KdpB
PP_RS21610;kdpA;PP_4161;potassium-transporting ATPase subunit KdpA
PP_RS21615;kdpF;PP_5660;K(+)-transporting ATPase subunit F
PP_RS21620;;PP_4162;AI-2E family transporter
PP_RS21625;;PP_4163;DUF4892 domain-containing protein
PP_RS21630;;PP_4164;alpha/beta hydrolase
PP_RS21635;;PP_4165;alpha/beta hydrolase
PP_RS21640;;PP_4166;hypothetical protein
PP_RS21645;sixA;PP_4167;phosphohistidine phosphatase SixA
PP_RS21650;;PP_4168;DUF4389 domain-containing protein
PP_RS21655;;PP_4169;NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
PP_RS21660;;PP_4171;TonB-dependent receptor
PP_RS21665;;PP_4172;ABC transporter substrate-binding protein
PP_RS21670;;PP_4173;ATP-binding protein
PP_RS21675;fabA;PP_4174;3-hydroxyacyl-[acyl-carrier-protein] dehydrataseFabA
PP_RS21680;fabB;PP_4175;beta-ketoacyl-ACP synthase I
PP_RS21685;;PP_4176;amidohydrolase family protein
PP_RS21690;;PP_4177;pirin family protein
PP_RS21695;;PP_4178;dienelactone hydrolase family protein
PP_RS21700;htpG;PP_4179;molecular chaperone HtpG
PP_RS21705;;PP_4180;PaaI family thioesterase
PP_RS21710;;PP_4181;PaaI family thioesterase
PP_RS21715;;PP_5661;hypothetical protein
PP_RS21720;;PP_4183;DUF599 family protein
PP_RS21725;brnQ;PP_4184;branched-chain amino acid transport system II carrier protein
PP_RS21730;sucD;PP_4185;succinate--CoA ligase subunit alpha
PP_RS21735;sucC;PP_4186;ADP-forming succinate--CoA ligase subunit beta
PP_RS21740;lpdA;PP_4187;dihydrolipoyl dehydrogenase
PP_RS21745;odhB;PP_4188;2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
PP_RS21750;;PP_4189;2-oxoglutarate dehydrogenase E1 component
PP_RS21755;;PP_4190;succinate dehydrogenase iron-sulfur subunit
PP_RS21760;sdhA;PP_4191;succinate dehydrogenase flavoprotein subunit
PP_RS21765;sdhD;PP_4192;succinate dehydrogenase, hydrophobic membrane anchor protein
PP_RS21770;sdhC;PP_4193;succinate dehydrogenase, cytochrome b556 subunit
PP_RS21775;gltA;PP_4194;citrate synthase
PP_RS21780;;PP_RS21780;START domain-containing protein
PP_RS21785;;PP_4195;hypothetical protein
PP_RS21790;;PP_4196;hypothetical protein
PP_RS21795;;PP_4197;PLP-dependent aminotransferase family protein
PP_RS21800;;PP_4198;OmpA family protein
PP_RS21805;;PP_4199;DUF4398 domain-containing protein
PP_RS21810;;PP_4200;transporter substrate-binding domain-containing protein
PP_RS21815;;PP_4201;FAD-binding protein
PP_RS21820;;PP_4202;electron transfer flavoprotein subunit beta/FixAfamily protein
PP_RS21825;;PP_4203;electron transfer flavoprotein-ubiquinone oxidoreductase
PP_RS21830;;PP_4204;type II toxin-antitoxin system MqsA family antitoxin
PP_RS21835;;PP_4205;type II toxin-antitoxin system MqsR family toxin
PP_RS21840;;PP_4206;MFS transporter
PP_RS21845;;PP_4207;hypothetical protein
PP_RS21850;;PP_4208;sigma-70 family RNA polymerase sigma factor
PP_RS21855;;PP_4209;efflux RND transporter periplasmic adaptor subunit
PP_RS21860;;PP_4210;MacB family efflux pump subunit
PP_RS21865;;PP_4211;efflux transporter outer membrane subunit
PP_RS21870;;PP_4212;twin-arginine translocation signal domain-containing protein
PP_RS21875;;PP_4213;dipeptidase
PP_RS21880;;PP_4214;aminotransferase class V-fold PLP-dependent enzyme
PP_RS21885;;PP_4215;formylglycine-generating enzyme family protein
PP_RS21890;;PP_4216;cyclic peptide export ABC transporter
PP_RS21895;;PP_4217;TonB-dependent siderophore receptor
PP_RS21900;;PP_4218;alpha/beta hydrolase
PP_RS21905;;PP_4219;non-ribosomal peptide synthetase
PP_RS21910;;PP_4220;non-ribosomal peptide synthetase
PP_RS21915;;PP_4221;non-ribosomal peptide synthetase
PP_RS21920;;PP_4222;TauD/TfdA family dioxygenase
PP_RS21925;;PP_4223;aspartate aminotransferase family protein
PP_RS21930;;PP_4224;ATP-binding protein
PP_RS21935;;PP_4225;response regulator transcription factor
PP_RS21940;;PP_4226;glycine zipper family protein
PP_RS21945;;PP_5664;DUF1851 domain-containing protein
PP_RS21950;;PP_4227;two-component sensor histidine kinase
PP_RS21955;;PP_4228;DUF1851 domain-containing protein
PP_RS21960;;PP_4229;DUF1851 domain-containing protein
PP_RS21965;;PP_4230;nucleotidyltransferase family protein
PP_RS21970;;PP_4231;XdhC family protein
PP_RS21975;;PP_4232;cytochrome c
PP_RS21980;;PP_4233;(2Fe-2S)-binding protein
PP_RS21985;;PP_4234;xanthine dehydrogenase family protein molybdopterin-binding subunit
PP_RS21990;dsbD;PP_4235;protein-disulfide reductase DsbD
PP_RS21995;;PP_4236;TlpA family protein disulfide reductase
PP_RS22000;dsbG;PP_4237;thiol:disulfide interchange protein DsbG
PP_RS22005;;PP_5665;hypothetical protein
PP_RS22010;;PP_5666;McbB family protein
PP_RS22015;;PP_5667;SagB/ThcOx family dehydrogenase
PP_RS22020;;PP_4240;YcaO-like family protein
PP_RS22025;;PP_5668;hypothetical protein
PP_RS22030;;PP_5669;ATP-binding cassette domain-containing protein
PP_RS22035;;PP_4242;RHS repeat-associated core domain-containing protein
PP_RS22040;;PP_4243;non-ribosomal peptide synthetase
PP_RS22045;;PP_4244;RNA polymerase factor sigma-70
PP_RS22050;;PP_4245;acetyltransferase
PP_RS22055;;PP_4246;transporter substrate-binding domain-containing protein
PP_RS22060;;PP_4247;exonuclease domain-containing protein
PP_RS22065;;PP_4248;pyrimidine/purine nucleoside phosphorylase
PP_RS22070;;PP_4249;dienelactone hydrolase family protein
PP_RS22075;ccoN;PP_4250;cytochrome-c oxidase, cbb3-type subunit I
PP_RS22080;ccoO;PP_4251;cytochrome-c oxidase, cbb3-type subunit II
PP_RS22085;;PP_4252;cbb3-type cytochrome c oxidase subunit 3
PP_RS22090;ccoP;PP_4253;cytochrome-c oxidase, cbb3-type subunit III
PP_RS22095;ccoN;PP_4255;cytochrome-c oxidase, cbb3-type subunit I
PP_RS22100;ccoO;PP_4256;cytochrome-c oxidase, cbb3-type subunit II
PP_RS22105;;PP_4257;CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone
PP_RS22110;ccoP;PP_4258;cytochrome-c oxidase, cbb3-type subunit III
PP_RS22115;ccoG;PP_4259;cytochrome c oxidase accessory protein CcoG
PP_RS22120;;PP_4260;FixH family protein
PP_RS22125;cadA;PP_4261;cadmium-translocating P-type ATPase
PP_RS22130;ccoS;PP_4262;cbb3-type cytochrome oxidase assembly protein CcoS
PP_RS22135;;PP_4263;sulfite exporter TauE/SafE family protein
PP_RS22140;hemN;PP_4264;oxygen-independent coproporphyrinogen III oxidase
PP_RS22145;fnrA;PP_4265;Crp/Fnr family transcriptional regulator FnrA
PP_RS22150;;PP_4266;adenine phosphoribosyltransferase
PP_RS22155;recR;PP_4267;recombination mediator RecR
PP_RS22160;;PP_4268;YbaB/EbfC family nucleoid-associated protein
PP_RS22165;dnaX;PP_4269;DNA polymerase III subunit gamma/tau
PP_RS22170;;PP_4270;ABC transporter substrate-binding protein
PP_RS22175;;PP_5670;hypothetical protein
PP_RS22180;;PP_5671;hypothetical protein
PP_RS22185;;PP_4271;hypothetical protein
PP_RS22190;;PP_4272;DUF2938 domain-containing protein
PP_RS22195;;PP_4273;helix-turn-helix domain-containing protein
PP_RS22205;ligA;PP_4274;NAD-dependent DNA ligase LigA
PP_RS22210;zipA;PP_4275;cell division protein ZipA
PP_RS22215;smc;PP_4276;chromosome segregation protein SMC
PP_RS22220;;PP_4277;GntR family transcriptional regulator
PP_RS22225;xdhA;PP_4278;xanthine dehydrogenase small subunit
PP_RS22230;xdhB;PP_4279;xanthine dehydrogenase molybdopterin binding subunit
PP_RS22235;xdhC;PP_4280;xanthine dehydrogenase accessory protein XdhC
PP_RS22240;guaD;PP_4281;guanine deaminase
PP_RS22245;aqpZ;PP_4282;aquaporin Z
PP_RS22250;;PP_4283;GntR family transcriptional regulator
PP_RS22255;;PP_4284;NCS2 family permease
PP_RS22260;uraH;PP_4285;hydroxyisourate hydrolase
PP_RS22265;puuE;PP_4286;allantoinase PuuE
PP_RS22270;uraD;PP_4287;2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
PP_RS22275;;PP_4288;ureidoglycolate lyase
PP_RS22280;;PP_4289;urate hydroxylase PuuD
PP_RS22285;;PP_4290;purine permease
PP_RS22290;;PP_4291;membrane protein
PP_RS22295;;PP_4293;membrane protein
PP_RS22300;;PP_4294;DUF808 domain-containing protein
PP_RS22305;;PP_4295;TetR/AcrR family transcriptional regulator
PP_RS22310;;PP_4296;heme-binding protein
PP_RS22315;gcl;PP_4297;glyoxylate carboligase
PP_RS22320;hyi;PP_4298;hydroxypyruvate isomerase
PP_RS22325;;PP_4299;2-hydroxy-3-oxopropionate reductase
PP_RS22330;;PP_4300;glycerate kinase
PP_RS22335;pyk;PP_4301;pyruvate kinase
PP_RS22340;;PP_4302;urea transporter
PP_RS22345;;PP_4303;RHS repeat-associated core domain-containing protein
PP_RS22350;;PP_4304;ion transporter
PP_RS22355;;PP_4305;sulfate ABC transporter substrate-binding protein
PP_RS22360;;PP_4306;class I SAM-dependent methyltransferase
PP_RS22365;;PP_4307;DMT family transporter
PP_RS22370;;PP_4308;Lrp/AsnC family transcriptional regulator
PP_RS22375;;PP_4309;NCS1 family nucleobase:cation symporter-1
PP_RS22380;;PP_4310;aspartate/glutamate racemase family protein
PP_RS22385;;PP_4311;D-amino acid dehydrogenase
PP_RS22390;;PP_4312;histidine phosphatase family protein
PP_RS22395;;PP_4313;FKBP-type peptidyl-prolyl cis-trans isomerase
PP_RS22400;;PP_4314;GFA family protein
PP_RS22405;;PP_4315;PhzF family phenazine biosynthesis protein
PP_RS22410;;PP_4316;2-hydroxyacid dehydrogenase
PP_RS22415;;PP_4317;hypothetical protein
PP_RS22420;;PP_4318;IS4-like element ISPpu8 family transposase
PP_RS22425;;PP_4319;hypothetical protein
PP_RS22430;ccmI;PP_4320;c-type cytochrome biogenesis protein CcmI
PP_RS22435;;PP_5748;cytochrome c-type biogenesis protein CcmH
PP_RS22440;;PP_4321;DsbE family thiol:disulfide interchange protein
PP_RS22445;;PP_4322;heme lyase CcmF/NrfE family subunit
PP_RS22450;ccmE;PP_4323;cytochrome c maturation protein CcmE
PP_RS22455;ccmD;PP_4324;heme exporter protein CcmD
PP_RS22460;;PP_4325;heme ABC transporter permease
PP_RS22465;ccmB;PP_4326;heme exporter protein CcmB
PP_RS22470;ccmA;PP_4327;cytochrome c biogenesis heme-transporting ATPaseCcmA
PP_RS22475;;PP_4328;flagellar hook-length control protein FliK
PP_RS22480;;PP_4329;EscU/YscU/HrcU family type III secretion system export apparatus switch protein
PP_RS22485;;PP_4330;mannosyltransferase
PP_RS22490;;PP_4331;DUF2802 domain-containing protein
PP_RS22495;;PP_4332;chemotaxis protein CheW
PP_RS22500;;PP_4333;chemotaxis protein CheW
PP_RS22505;;PP_4334;ParA family protein
PP_RS22510;motD;PP_4335;flagellar motor protein MotD
PP_RS22515;;PP_4336;flagellar motor protein
PP_RS22520;;PP_4337;chemotaxis response regulator protein-glutamate methylesterase
PP_RS22525;;PP_4338;chemotaxis protein CheA
PP_RS22530;;PP_4339;protein phosphatase CheZ
PP_RS22535;;PP_4340;chemotaxis response regulator CheY
PP_RS22540;fliA;PP_4341;RNA polymerase sigma factor FliA
PP_RS22545;fleN;PP_4342;flagellar synthesis regulator FleN
PP_RS22550;flhF;PP_4343;flagellar biosynthesis protein FlhF
PP_RS22555;flhA;PP_4344;flagellar biosynthesis protein FlhA
PP_RS22560;;PP_4345;GntR family transcriptional regulator
PP_RS22565;;PP_4346;D-alanine--D-alanine ligase
PP_RS22570;;PP_4347;B12-binding domain/radical SAM domain-containingprotein
PP_RS22575;;PP_4348;PLP-dependent transferase
PP_RS22580;;PP_4349;hypothetical protein
PP_RS22585;;PP_4350;cysteine desulfurase
PP_RS22590;;PP_5673;D-alanine--D-alanine ligase
PP_RS22595;;PP_4351;FHIPEP family type III secretion protein
PP_RS22600;flhB;PP_4352;flagellar biosynthesis protein FlhB
PP_RS22605;fliR;PP_4353;flagellar type III secretion system protein FliR
PP_RS22610;fliQ;PP_4354;flagellar biosynthesis protein FliQ
PP_RS22615;fliP;PP_4355;flagellar type III secretion system pore proteinFliP
PP_RS22620;fliO;PP_4356;flagellar biosynthetic protein FliO
PP_RS22625;fliN;PP_4357;flagellar motor switch protein FliN
PP_RS22630;fliM;PP_4358;flagellar motor switch protein FliM
PP_RS22635;fliL;PP_4359;flagellar basal body-associated protein FliL
PP_RS22640;;PP_4361;flagellar hook-length control protein FliK
PP_RS22645;;PP_4362;Hpt domain-containing protein
PP_RS22650;;PP_4363;fused response regulator/phosphatase
PP_RS22655;;PP_4364;STAS domain-containing protein
PP_RS22660;fliJ;PP_4365;flagella biosynthesis chaperone FliJ
PP_RS22665;fliI;PP_4366;flagellar protein export ATPase FliI
PP_RS22670;fliH;PP_4367;flagellar assembly protein FliH
PP_RS22675;fliG;PP_4368;flagellar motor switch protein FliG
PP_RS22680;fliF;PP_4369;flagellar M-ring protein FliF
PP_RS22685;fliE;PP_4370;flagellar hook-basal body complex protein FliE
PP_RS22690;;PP_4371;sigma-54 dependent transcriptional regulator
PP_RS22695;;PP_4372;ATP-binding protein
PP_RS22700;fleQ;PP_4373;transcriptional regulator FleQ
PP_RS22705;;PP_4374;flagellar assembly protein FliT
PP_RS22710;fliS;PP_4375;flagellar export chaperone FliS
PP_RS22715;fliD;PP_4376;flagellar filament capping protein FliD
PP_RS22720;;PP_4377;flagellar protein FlaG
PP_RS22725;;PP_4378;flagellin
PP_RS22730;;PP_4379;ketoacyl-ACP synthase III
PP_RS22735;;PP_4380;flagellar hook-associated protein 3
PP_RS22740;flgK;PP_4381;flagellar hook-associated protein FlgK
PP_RS22745;flgJ;PP_4382;flagellar assembly peptidoglycan hydrolase FlgJ
PP_RS22750;;PP_4383;flagellar basal body P-ring protein FlgI
PP_RS22755;flgH;PP_4384;flagellar basal body L-ring protein FlgH
PP_RS22760;flgG;PP_4385;flagellar basal-body rod protein FlgG
PP_RS22765;flgF;PP_4386;flagellar basal-body rod protein FlgF
PP_RS22770;;PP_4387;hypothetical protein
PP_RS22775;flgE;PP_4388;flagellar hook protein FlgE
PP_RS22780;flgD;PP_4389;flagellar hook assembly protein FlgD
PP_RS22785;flgC;PP_4390;flagellar basal body rod protein FlgC
PP_RS22790;flgB;PP_4391;flagellar basal body rod protein FlgB
PP_RS22795;cheR;PP_4392;protein-glutamate O-methyltransferase CheR
PP_RS22800;;PP_4393;chemotaxis protein CheV
PP_RS22805;flgA;PP_4394;flagellar basal body P-ring formation protein FlgA
PP_RS22810;flgM;PP_4395;flagellar biosynthesis anti-sigma factor FlgM
PP_RS22815;;PP_4396;flagellar protein FlgN
PP_RS22820;;PP_4397;flagellar brake protein
PP_RS22825;;PP_4398;MFS transporter
PP_RS22830;;PP_4399;glutamine synthetase family protein
PP_RS22835;bkdR;PP_4400;Bkd operon transcriptional regulator BkdR
PP_RS22840;;PP_4401;3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha
PP_RS22845;;PP_4402;alpha-ketoacid dehydrogenase subunit beta
PP_RS22850;;PP_4403;2-oxo acid dehydrogenase subunit E2
PP_RS22855;lpdA;PP_4404;dihydrolipoyl dehydrogenase
PP_RS22860;;PP_4405;diguanylate cyclase
PP_RS22865;;PP_4406;hypothetical protein
PP_RS22870;;PP_4407;amino acid permease
PP_RS22875;;PP_4408;IS5 family transposase
PP_RS22880;;PP_4409;tyrosine-type recombinase/integrase
PP_RS22885;;PP_4410;hypothetical protein
PP_RS22890;;PP_5674;hypothetical protein
PP_RS22895;;PP_4411;hypothetical protein
PP_RS22900;;PP_4412;hypothetical protein
PP_RS22905;;PP_4415;tyrosine-type recombinase/integrase
PP_RS22910;;PP_5675;hypothetical protein
PP_RS22915;;PP_5676;hypothetical protein
PP_RS22920;;PP_5677;hypothetical protein
PP_RS22925;;PP_RS22925;hypothetical protein
PP_RS22930;;PP_5678;hypothetical protein
PP_RS22935;;PP_4418;hypothetical protein
PP_RS22940;;PP_4420;IS3 family transposase
PP_RS22945;;PP_RS22945;DNA polymerase V subunit UmuC
PP_RS22950;;PP_4421;aspartate aminotransferase family protein
PP_RS22955;;PP_4422;NAD-dependent succinate-semialdehyde dehydrogenase
PP_RS22960;doeB;PP_4423;N(2)-acetyl-L-2,4-diaminobutanoate deacetylase DoeB
PP_RS22965;;PP_4424;Lrp/AsnC family transcriptional regulator
PP_RS22970;ehuA;PP_4425;ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA
PP_RS22975;ehuD;PP_4426;ectoine/hydroxyectoine ABC transporter permease subunit EhuD
PP_RS22980;ehuC;PP_4427;ectoine/hydroxyectoine ABC transporter permease subunit EhuC
PP_RS22985;ehuB;PP_4428;ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB
PP_RS22990;;PP_4429;PLP-dependent aminotransferase family protein
PP_RS22995;eutB;PP_4430;hydroxyectoine utilization dehydratase EutB
PP_RS23000;eutC;PP_4431;ectoine utilization protein EutC
PP_RS23005;doeA;PP_4432;ectoine hydrolase DoeA
PP_RS23010;;PP_4433;MFS transporter
PP_RS23015;;PP_4434;D-amino acid dehydrogenase
PP_RS23020;;PP_4435;RidA family protein
PP_RS23040;;PP_4439;IS66 family transposase
PP_RS23045;;PP_RS23045;amidohydrolase
PP_RS23050;;PP_4441;transposase
PP_RS23060;;PP_4443;IS66-like element ISPpu14 family transposase
PP_RS23065;;PP_RS23065;IS3 family transposase
PP_RS23070;ltrA;PP_4446;group II intron reverse transcriptase/maturase
PP_RS23075;;PP_5680;XRE family transcriptional regulator
PP_RS23080;;PP_4447;hypothetical protein
PP_RS23085;;PP_4448;ATP-binding protein
PP_RS23090;;PP_4449;hypothetical protein
PP_RS23095;;PP_5682;hypothetical protein
PP_RS23100;;PP_4450;histidine phosphatase family protein
PP_RS23105;;PP_5683;hypothetical protein
PP_RS23110;;PP_RS23110;hypothetical protein
PP_RS23115;;PP_4451;PIN domain-containing protein
PP_RS23120;;PP_5686;BrnT family toxin
PP_RS23125;;PP_5687;MFS transporter
PP_RS23130;;PP_4452;NAD/NADP octopine/nopaline dehydrogenase family protein
PP_RS23135;;PP_4453;ABC transporter ATP-binding protein
PP_RS23140;;PP_4454;ABC transporter permease
PP_RS23145;;PP_4455;ABC transporter permease
PP_RS23150;;PP_4456;NAD(P)/FAD-dependent oxidoreductase
PP_RS23155;;PP_5688;(2Fe-2S)-binding protein
PP_RS23160;;PP_4457;FAD-binding oxidoreductase
